names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
GPC6-AS1,0.0,0.0,1.0,1.0,0.0
GPC6-AS2,0.0,0.0,1.0,1.0,0.0
AL160159.1,0.0,0.0,1.0,1.0,0.0
AL354811.2,0.0,0.0,1.0,1.0,0.0
AC007620.3,0.0,0.0,1.0,1.0,0.0
AC125618.1,0.0,0.0,1.0,1.0,0.0
LINC02053,0.0,0.0,1.0,1.0,0.0
AC092939.1,0.0,0.0,1.0,1.0,0.0
LINC00440,0.0,0.0,1.0,1.0,0.0
AL356737.2,0.0,0.0,1.0,1.0,0.0
GPC5-IT1,0.0,0.0,1.0,1.0,0.0
GPC5-AS2,0.0,0.0,1.0,1.0,0.0
AL162456.1,0.0,0.0,1.0,1.0,0.0
GPC5,0.0,0.0,1.0,1.0,0.0
PEX5L-AS2,0.0,0.0,1.0,1.0,0.0
AC024563.1,0.0,0.0,1.0,1.0,0.0
ZNF492,0.0,0.0,1.0,1.0,0.0
LINC01785,0.0,0.0,1.0,1.0,0.0
LINC01233,0.0,0.0,1.0,1.0,0.0
AC011467.1,0.0,0.0,1.0,1.0,0.0
AC011467.7,0.0,0.0,1.0,1.0,0.0
AC025811.1,0.0,0.0,1.0,1.0,0.0
AC008991.1,0.0,0.0,1.0,1.0,0.0
AC007795.1,0.0,0.0,1.0,1.0,0.0
AL163534.1,0.0,0.0,1.0,1.0,0.0
LINC00443,0.0,0.0,1.0,1.0,0.0
AL138689.1,0.0,0.0,1.0,1.0,0.0
AC110992.1,0.0,0.0,1.0,1.0,0.0
AC007953.2,0.0,0.0,1.0,1.0,0.0
DOCK9-AS1,0.0,0.0,1.0,1.0,0.0
AC007620.2,0.0,0.0,1.0,1.0,0.0
AC076966.2,0.0,0.0,1.0,1.0,0.0
CLYBL-AS2,0.0,0.0,1.0,1.0,0.0
AL139035.2,0.0,0.0,1.0,1.0,0.0
LINC01039,0.0,0.0,1.0,1.0,0.0
LINC00449,0.0,0.0,1.0,1.0,0.0
AL139035.1,0.0,0.0,1.0,1.0,0.0
LINC01014,0.0,0.0,1.0,1.0,0.0
AC117453.1,0.0,0.0,1.0,1.0,0.0
AL445223.1,0.0,0.0,1.0,1.0,0.0
AL136961.1,0.0,0.0,1.0,1.0,0.0
AL137139.2,0.0,0.0,1.0,1.0,0.0
CLYBL-AS1,0.0,0.0,1.0,1.0,0.0
AL359502.1,0.0,0.0,1.0,1.0,0.0
AL442067.1,0.0,0.0,1.0,1.0,0.0
AC007953.1,0.0,0.0,1.0,1.0,0.0
AC006504.2,0.0,0.0,1.0,1.0,0.0
ERVK-28,0.0,0.0,1.0,1.0,0.0
AC079466.1,0.0,0.0,1.0,1.0,0.0
AC079466.2,0.0,0.0,1.0,1.0,0.0
AC005616.1,0.0,0.0,1.0,1.0,0.0
LINC01641,0.0,0.0,1.0,1.0,0.0
AL627308.3,0.0,0.0,1.0,1.0,0.0
AL451047.1,0.0,0.0,1.0,1.0,0.0
AL353689.3,0.0,0.0,1.0,1.0,0.0
AL353689.2,0.0,0.0,1.0,1.0,0.0
AL360267.1,0.0,0.0,1.0,1.0,0.0
AL360267.2,0.0,0.0,1.0,1.0,0.0
LINC00430,0.0,0.0,1.0,1.0,0.0
AL445207.1,0.0,0.0,1.0,1.0,0.0
LINC00379,0.0,0.0,1.0,1.0,0.0
AL445588.1,0.0,0.0,1.0,1.0,0.0
LINC00333,0.0,0.0,1.0,1.0,0.0
AL162493.1,0.0,0.0,1.0,1.0,0.0
AL161717.1,0.0,0.0,1.0,1.0,0.0
AL136441.1,0.0,0.0,1.0,1.0,0.0
LINC01034,0.0,0.0,1.0,1.0,0.0
LINC00561,0.0,0.0,1.0,1.0,0.0
LMO7DN-IT1,0.0,0.0,1.0,1.0,0.0
AL445255.1,0.0,0.0,1.0,1.0,0.0
AL353633.1,0.0,0.0,1.0,1.0,0.0
AL356413.1,0.0,0.0,1.0,1.0,0.0
LINC00351,0.0,0.0,1.0,1.0,0.0
AL160154.1,0.0,0.0,1.0,1.0,0.0
LINC00375,0.0,0.0,1.0,1.0,0.0
LINC01080,0.0,0.0,1.0,1.0,0.0
AL354994.1,0.0,0.0,1.0,1.0,0.0
LINC00380,0.0,0.0,1.0,1.0,0.0
LINC00410,0.0,0.0,1.0,1.0,0.0
LINC01049,0.0,0.0,1.0,1.0,0.0
LINC00559,0.0,0.0,1.0,1.0,0.0
LINC00353,0.0,0.0,1.0,1.0,0.0
LINC01040,0.0,0.0,1.0,1.0,0.0
LINC02336,0.0,0.0,1.0,1.0,0.0
LINC01047,0.0,0.0,1.0,1.0,0.0
LINC00560,0.0,0.0,1.0,1.0,0.0
AL445242.1,0.0,0.0,1.0,1.0,0.0
LINC00433,0.0,0.0,1.0,1.0,0.0
AL355677.1,0.0,0.0,1.0,1.0,0.0
LINC00373,0.0,0.0,1.0,1.0,0.0
LINC00397,0.0,0.0,1.0,1.0,0.0
AC010511.1,0.0,0.0,1.0,1.0,0.0
AC008507.2,0.0,0.0,1.0,1.0,0.0
AC008798.2,0.0,0.0,1.0,1.0,0.0
AC008798.3,0.0,0.0,1.0,1.0,0.0
AC020897.1,0.0,0.0,1.0,1.0,0.0
LINC01834,0.0,0.0,1.0,1.0,0.0
AC005394.1,0.0,0.0,1.0,1.0,0.0
AC005381.1,0.0,0.0,1.0,1.0,0.0
AC005307.1,0.0,0.0,1.0,1.0,0.0
AC093074.1,0.0,0.0,1.0,1.0,0.0
AC005580.1,0.0,0.0,1.0,1.0,0.0
AC011505.1,0.0,0.0,1.0,1.0,0.0
AC011524.2,0.0,0.0,1.0,1.0,0.0
AC011524.1,0.0,0.0,1.0,1.0,0.0
AC011503.4,0.0,0.0,1.0,1.0,0.0
AC020905.1,0.0,0.0,1.0,1.0,0.0
AL355578.1,0.0,0.0,1.0,1.0,0.0
AC073365.1,0.0,0.0,1.0,1.0,0.0
LINC00332,0.0,0.0,1.0,1.0,0.0
LINC00598,0.0,0.0,1.0,1.0,0.0
OSTN,0.0,0.0,1.0,1.0,0.0
GMNC,0.0,0.0,1.0,1.0,0.0
AL356495.1,0.0,0.0,1.0,1.0,0.0
TRPC4,0.0,0.0,1.0,1.0,0.0
LINC00547,0.0,0.0,1.0,1.0,0.0
STOML3,0.0,0.0,1.0,1.0,0.0
FREM2-AS1,0.0,0.0,1.0,1.0,0.0
LINC00366,0.0,0.0,1.0,1.0,0.0
AL138960.1,0.0,0.0,1.0,1.0,0.0
AL589745.2,0.0,0.0,1.0,1.0,0.0
SMIM2-IT1,0.0,0.0,1.0,1.0,0.0
PRR20A,0.0,0.0,1.0,1.0,0.0
LINC00437,0.0,0.0,1.0,1.0,0.0
LINC00571,0.0,0.0,1.0,1.0,0.0
AL138690.1,0.0,0.0,1.0,1.0,0.0
AL161716.1,0.0,0.0,1.0,1.0,0.0
LINC00457,0.0,0.0,1.0,1.0,0.0
SERTM1,0.0,0.0,1.0,1.0,0.0
SOHLH2,0.0,0.0,1.0,1.0,0.0
LINC00445,0.0,0.0,1.0,1.0,0.0
LINC01048,0.0,0.0,1.0,1.0,0.0
AL139081.2,0.0,0.0,1.0,1.0,0.0
AL139081.1,0.0,0.0,1.0,1.0,0.0
AL161719.1,0.0,0.0,1.0,1.0,0.0
AL139383.1,0.0,0.0,1.0,1.0,0.0
AL138999.2,0.0,0.0,1.0,1.0,0.0
LINC02344,0.0,0.0,1.0,1.0,0.0
SMIM2,0.0,0.0,1.0,1.0,0.0
AC096644.3,0.0,0.0,1.0,1.0,0.0
AL451081.1,0.0,0.0,1.0,1.0,0.0
SLC30A10,0.0,0.0,1.0,1.0,0.0
LINC01766,0.0,0.0,1.0,1.0,0.0
AL392172.2,0.0,0.0,1.0,1.0,0.0
FAM177B,0.0,0.0,1.0,1.0,0.0
AC010485.1,0.0,0.0,1.0,1.0,0.0
AL360013.2,0.0,0.0,1.0,1.0,0.0
LINC02817,0.0,0.0,1.0,1.0,0.0
AL513314.2,0.0,0.0,1.0,1.0,0.0
AL513314.1,0.0,0.0,1.0,1.0,0.0
AL356108.1,0.0,0.0,1.0,1.0,0.0
LINC02474,0.0,0.0,1.0,1.0,0.0
LINC01352,0.0,0.0,1.0,1.0,0.0
PYDC2,0.0,0.0,1.0,1.0,0.0
LINC01655,0.0,0.0,1.0,1.0,0.0
AL360013.3,0.0,0.0,1.0,1.0,0.0
AC002128.2,0.0,0.0,1.0,1.0,0.0
AC092941.2,0.0,0.0,1.0,1.0,0.0
AC092941.1,0.0,0.0,1.0,1.0,0.0
LINC01991,0.0,0.0,1.0,1.0,0.0
AC068295.1,0.0,0.0,1.0,1.0,0.0
AC108681.1,0.0,0.0,1.0,1.0,0.0
AC072022.2,0.0,0.0,1.0,1.0,0.0
LINC02013,0.0,0.0,1.0,1.0,0.0
AC108747.1,0.0,0.0,1.0,1.0,0.0
TMEM207,0.0,0.0,1.0,1.0,0.0
CLDN16,0.0,0.0,1.0,1.0,0.0
AC026320.3,0.0,0.0,1.0,1.0,0.0
AC026320.1,0.0,0.0,1.0,1.0,0.0
LINC02257,0.0,0.0,1.0,1.0,0.0
PLUT,0.0,0.0,1.0,1.0,0.0
GSX1,0.0,0.0,1.0,1.0,0.0
ZAR1L,0.0,0.0,1.0,1.0,0.0
AL138708.1,0.0,0.0,1.0,1.0,0.0
AL627232.1,0.0,0.0,1.0,1.0,0.0
STARD13-AS,0.0,0.0,1.0,1.0,0.0
STARD13-IT1,0.0,0.0,1.0,1.0,0.0
LINC00423,0.0,0.0,1.0,1.0,0.0
AL353648.1,0.0,0.0,1.0,1.0,0.0
RXFP2,0.0,0.0,1.0,1.0,0.0
AL161616.2,0.0,0.0,1.0,1.0,0.0
AL158065.1,0.0,0.0,1.0,1.0,0.0
LINC01066,0.0,0.0,1.0,1.0,0.0
AL353680.1,0.0,0.0,1.0,1.0,0.0
AL390071.1,0.0,0.0,1.0,1.0,0.0
CSNK1A1L,0.0,0.0,1.0,1.0,0.0
SMAD9-IT1,0.0,0.0,1.0,1.0,0.0
TEX26-AS1,0.0,0.0,1.0,1.0,0.0
LINC00545,0.0,0.0,1.0,1.0,0.0
LINC00398,0.0,0.0,1.0,1.0,0.0
LINC02048,0.0,0.0,1.0,1.0,0.0
AC106706.1,0.0,0.0,1.0,1.0,0.0
AC108676.1,0.0,0.0,1.0,1.0,0.0
AC090018.2,0.0,0.0,1.0,1.0,0.0
XXYLT1-AS1,0.0,0.0,1.0,1.0,0.0
LINC00385,0.0,0.0,1.0,1.0,0.0
LINC02037,0.0,0.0,1.0,1.0,0.0
AC080129.1,0.0,0.0,1.0,1.0,0.0
AC024559.2,0.0,0.0,1.0,1.0,0.0
AC024559.1,0.0,0.0,1.0,1.0,0.0
TEX26,0.0,0.0,1.0,1.0,0.0
LINC02038,0.0,0.0,1.0,1.0,0.0
AC069421.3,0.0,0.0,1.0,1.0,0.0
AC069421.2,0.0,0.0,1.0,1.0,0.0
OPA1-AS1,0.0,0.0,1.0,1.0,0.0
ATP13A4-AS1,0.0,0.0,1.0,1.0,0.0
OSTN-AS1,0.0,0.0,1.0,1.0,0.0
AC092296.1,0.0,0.0,1.0,1.0,0.0
AC092296.2,0.0,0.0,1.0,1.0,0.0
AD001527.1,0.0,0.0,1.0,1.0,0.0
HPN-AS1,0.0,0.0,1.0,1.0,0.0
AC020907.4,0.0,0.0,1.0,1.0,0.0
FAM187B,0.0,0.0,1.0,1.0,0.0
U62631.1,0.0,0.0,1.0,1.0,0.0
AC002128.1,0.0,0.0,1.0,1.0,0.0
PDX1,0.0,0.0,1.0,1.0,0.0
NPHS1,0.0,0.0,1.0,1.0,0.0
PMIS2,0.0,0.0,1.0,1.0,0.0
ATP4A,0.0,0.0,1.0,1.0,0.0
AC002115.1,0.0,0.0,1.0,1.0,0.0
AC002398.2,0.0,0.0,1.0,1.0,0.0
LYPLAL1-DT,0.0,0.0,1.0,1.0,0.0
LINC02779,0.0,0.0,1.0,1.0,0.0
ATP13A5-AS1,0.0,0.0,1.0,1.0,0.0
AC092966.1,0.0,0.0,1.0,1.0,0.0
FGF12-AS3,0.0,0.0,1.0,1.0,0.0
FGF12-AS2,0.0,0.0,1.0,1.0,0.0
FGF12-AS1,0.0,0.0,1.0,1.0,0.0
URAD,0.0,0.0,1.0,1.0,0.0
CDX2,0.0,0.0,1.0,1.0,0.0
LINC00543,0.0,0.0,1.0,1.0,0.0
KIRREL2,0.0,0.0,1.0,1.0,0.0
AC016587.1,0.0,0.0,1.0,1.0,0.0
AC008738.7,0.0,0.0,1.0,1.0,0.0
VSTM2B,0.0,0.0,1.0,1.0,0.0
AC011474.2,0.0,0.0,1.0,1.0,0.0
AC011474.3,0.0,0.0,1.0,1.0,0.0
AC007786.4,0.0,0.0,1.0,1.0,0.0
AC007786.3,0.0,0.0,1.0,1.0,0.0
AC008736.2,0.0,0.0,1.0,1.0,0.0
AC008474.1,0.0,0.0,1.0,1.0,0.0
AC008805.2,0.0,0.0,1.0,1.0,0.0
AC008738.6,0.0,0.0,1.0,1.0,0.0
AC008738.4,0.0,0.0,1.0,1.0,0.0
AC074139.1,0.0,0.0,1.0,1.0,0.0
AC011518.1,0.0,0.0,1.0,1.0,0.0
AC022498.1,0.0,0.0,1.0,1.0,0.0
LINC01533,0.0,0.0,1.0,1.0,0.0
LINC01837,0.0,0.0,1.0,1.0,0.0
AC011525.2,0.0,0.0,1.0,1.0,0.0
AL596330.2,0.0,0.0,1.0,1.0,0.0
ECE2,0.0,0.0,1.0,1.0,0.0
LINC02052,0.0,0.0,1.0,1.0,0.0
LINC02020,0.0,0.0,1.0,1.0,0.0
ETV5-AS1,0.0,0.0,1.0,1.0,0.0
HRG,0.0,0.0,1.0,1.0,0.0
FETUB,0.0,0.0,1.0,1.0,0.0
AHSG,0.0,0.0,1.0,1.0,0.0
AC068631.1,0.0,0.0,1.0,1.0,0.0
LINC02069,0.0,0.0,1.0,1.0,0.0
IGF2BP2-AS1,0.0,0.0,1.0,1.0,0.0
LINC02051,0.0,0.0,1.0,1.0,0.0
LINC01782,0.0,0.0,1.0,1.0,0.0
HTR3E,0.0,0.0,1.0,1.0,0.0
AL138997.1,0.0,0.0,1.0,1.0,0.0
AL354821.1,0.0,0.0,1.0,1.0,0.0
LINC02335,0.0,0.0,1.0,1.0,0.0
AL390964.1,0.0,0.0,1.0,1.0,0.0
AL512655.1,0.0,0.0,1.0,1.0,0.0
AL442636.1,0.0,0.0,1.0,1.0,0.0
LINC00458,0.0,0.0,1.0,1.0,0.0
LINC00558,0.0,0.0,1.0,1.0,0.0
AL450423.1,0.0,0.0,1.0,1.0,0.0
AL450423.2,0.0,0.0,1.0,1.0,0.0
AL356295.1,0.0,0.0,1.0,1.0,0.0
AL136359.1,0.0,0.0,1.0,1.0,0.0
LINC01065,0.0,0.0,1.0,1.0,0.0
AC008747.1,0.0,0.0,1.0,1.0,0.0
AL139082.1,0.0,0.0,1.0,1.0,0.0
UTP14C,0.0,0.0,1.0,1.0,0.0
CCDC70,0.0,0.0,1.0,1.0,0.0
AL157369.1,0.0,0.0,1.0,1.0,0.0
LINC00562,0.0,0.0,1.0,1.0,0.0
AL138962.1,0.0,0.0,1.0,1.0,0.0
AL157817.1,0.0,0.0,1.0,1.0,0.0
C13orf42,0.0,0.0,1.0,1.0,0.0
AL158195.1,0.0,0.0,1.0,1.0,0.0
SERPINE3,0.0,0.0,1.0,1.0,0.0
LINC02333,0.0,0.0,1.0,1.0,0.0
LINC01839,0.0,0.0,1.0,1.0,0.0
LINC02054,0.0,0.0,1.0,1.0,0.0
AL136301.1,0.0,0.0,1.0,1.0,0.0
AC008738.5,0.0,0.0,1.0,1.0,0.0
CNMD,0.0,0.0,1.0,1.0,0.0
ERICH6B,0.0,0.0,1.0,1.0,0.0
AL138686.1,0.0,0.0,1.0,1.0,0.0
LINC01198,0.0,0.0,1.0,1.0,0.0
AL139801.1,0.0,0.0,1.0,1.0,0.0
LRRC63,0.0,0.0,1.0,1.0,0.0
RTP1,0.0,0.0,1.0,1.0,0.0
AC007920.1,0.0,0.0,1.0,1.0,0.0
CPB2,0.0,0.0,1.0,1.0,0.0
SPERT,0.0,0.0,1.0,1.0,0.0
LINC01055,0.0,0.0,1.0,1.0,0.0
AL359706.1,0.0,0.0,1.0,1.0,0.0
LINC00330,0.0,0.0,1.0,1.0,0.0
AL356515.1,0.0,0.0,1.0,1.0,0.0
LINC00407,0.0,0.0,1.0,1.0,0.0
LINC01077,0.0,0.0,1.0,1.0,0.0
AL138963.1,0.0,0.0,1.0,1.0,0.0
AL162713.1,0.0,0.0,1.0,1.0,0.0
AL162713.2,0.0,0.0,1.0,1.0,0.0
AL161714.1,0.0,0.0,1.0,1.0,0.0
AL157932.1,0.0,0.0,1.0,1.0,0.0
ENOX1-AS1,0.0,0.0,1.0,1.0,0.0
ENOX1-AS2,0.0,0.0,1.0,1.0,0.0
LINC00400,0.0,0.0,1.0,1.0,0.0
LINC00428,0.0,0.0,1.0,1.0,0.0
P3H2-AS1,0.0,0.0,1.0,1.0,0.0
TPRG1-AS2,0.0,0.0,1.0,1.0,0.0
TPRG1-AS1,0.0,0.0,1.0,1.0,0.0
LPP-AS1,0.0,0.0,1.0,1.0,0.0
FAM216B,0.0,0.0,1.0,1.0,0.0
LINC02341,0.0,0.0,1.0,1.0,0.0
SLC25A30-AS1,0.0,0.0,1.0,1.0,0.0
AL157813.2,0.0,0.0,1.0,1.0,0.0
AL392048.1,0.0,0.0,1.0,1.0,0.0
MLNR,0.0,0.0,1.0,1.0,0.0
EHHADH-AS1,0.0,0.0,1.0,1.0,0.0
HTR2A-AS1,0.0,0.0,1.0,1.0,0.0
HTR2A,0.0,0.0,1.0,1.0,0.0
AC002511.1,0.0,0.0,1.0,1.0,0.0
AC002511.2,0.0,0.0,1.0,1.0,0.0
LINC01531,0.0,0.0,1.0,1.0,0.0
AC092809.2,0.0,0.0,1.0,1.0,0.0
AC138393.3,0.0,0.0,1.0,1.0,0.0
AL391811.1,0.0,0.0,1.0,1.0,0.0
LINC02813,0.0,0.0,1.0,1.0,0.0
AL596330.1,0.0,0.0,1.0,1.0,0.0
AC007920.2,0.0,0.0,1.0,1.0,0.0
AL359979.1,0.0,0.0,1.0,1.0,0.0
AL359979.2,0.0,0.0,1.0,1.0,0.0
AC020910.2,0.0,0.0,1.0,1.0,0.0
LINC01838,0.0,0.0,1.0,1.0,0.0
AC008555.5,0.0,0.0,1.0,1.0,0.0
LINC01801,0.0,0.0,1.0,1.0,0.0
AL359880.1,0.0,0.0,1.0,1.0,0.0
MED4-AS1,0.0,0.0,1.0,1.0,0.0
SUCLA2-AS1,0.0,0.0,1.0,1.0,0.0
LINC00462,0.0,0.0,1.0,1.0,0.0
ADIPOQ-AS1,0.0,0.0,1.0,1.0,0.0
AC112907.1,0.0,0.0,1.0,1.0,0.0
AC072022.1,0.0,0.0,1.0,1.0,0.0
RTP2,0.0,0.0,1.0,1.0,0.0
LINC02041,0.0,0.0,1.0,1.0,0.0
CCDC185,0.0,0.0,1.0,1.0,0.0
TRAV17,0.0,0.0,1.0,1.0,0.0
TRAV16,0.0,0.0,1.0,1.0,0.0
TRAV8-6,0.0,0.0,1.0,1.0,0.0
TRAV12-3,0.0,0.0,1.0,1.0,0.0
TRAV15,0.0,0.0,1.0,1.0,0.0
TRAJ59,0.0,0.0,1.0,1.0,0.0
TRAJ60,0.0,0.0,1.0,1.0,0.0
TRAJ61,0.0,0.0,1.0,1.0,0.0
TRAJ46,0.0,0.0,1.0,1.0,0.0
TRAJ47,0.0,0.0,1.0,1.0,0.0
TRAJ48,0.0,0.0,1.0,1.0,0.0
TRAJ49,0.0,0.0,1.0,1.0,0.0
TRAJ50,0.0,0.0,1.0,1.0,0.0
TRDJ1,0.0,0.0,1.0,1.0,0.0
AC003973.1,0.0,0.0,1.0,1.0,0.0
TRDD2,0.0,0.0,1.0,1.0,0.0
TRAJ54,0.0,0.0,1.0,1.0,0.0
TRAJ55,0.0,0.0,1.0,1.0,0.0
TRAJ56,0.0,0.0,1.0,1.0,0.0
TRAJ57,0.0,0.0,1.0,1.0,0.0
TRAJ58,0.0,0.0,1.0,1.0,0.0
TRAV40,0.0,0.0,1.0,1.0,0.0
TRAV39,0.0,0.0,1.0,1.0,0.0
AC002306.1,0.0,0.0,1.0,1.0,0.0
AC010319.5,0.0,0.0,1.0,1.0,0.0
AC010319.4,0.0,0.0,1.0,1.0,0.0
AC008761.2,0.0,0.0,1.0,1.0,0.0
AC005253.2,0.0,0.0,1.0,1.0,0.0
AC005387.2,0.0,0.0,1.0,1.0,0.0
AC005197.1,0.0,0.0,1.0,1.0,0.0
TRDD3,0.0,0.0,1.0,1.0,0.0
TRDD1,0.0,0.0,1.0,1.0,0.0
TRDV2,0.0,0.0,1.0,1.0,0.0
AC244502.3,0.0,0.0,1.0,1.0,0.0
TRAV41,0.0,0.0,1.0,1.0,0.0
TRAJ26,0.0,0.0,1.0,1.0,0.0
TRAJ27,0.0,0.0,1.0,1.0,0.0
TRAJ28,0.0,0.0,1.0,1.0,0.0
TRAJ29,0.0,0.0,1.0,1.0,0.0
TRAJ13,0.0,0.0,1.0,1.0,0.0
TRAJ14,0.0,0.0,1.0,1.0,0.0
TRAJ16,0.0,0.0,1.0,1.0,0.0
TRAJ17,0.0,0.0,1.0,1.0,0.0
TRAJ34,0.0,0.0,1.0,1.0,0.0
TRAJ35,0.0,0.0,1.0,1.0,0.0
TRAJ53,0.0,0.0,1.0,1.0,0.0
TRAJ37,0.0,0.0,1.0,1.0,0.0
TRAJ22,0.0,0.0,1.0,1.0,0.0
TRAJ23,0.0,0.0,1.0,1.0,0.0
TRAJ24,0.0,0.0,1.0,1.0,0.0
TRAJ25,0.0,0.0,1.0,1.0,0.0
TRAJ42,0.0,0.0,1.0,1.0,0.0
TRAJ43,0.0,0.0,1.0,1.0,0.0
TRAJ44,0.0,0.0,1.0,1.0,0.0
TRAJ45,0.0,0.0,1.0,1.0,0.0
TRAJ30,0.0,0.0,1.0,1.0,0.0
TRAJ31,0.0,0.0,1.0,1.0,0.0
TRAJ32,0.0,0.0,1.0,1.0,0.0
TRAJ33,0.0,0.0,1.0,1.0,0.0
TRAJ51,0.0,0.0,1.0,1.0,0.0
TRAJ52,0.0,0.0,1.0,1.0,0.0
TRAJ36,0.0,0.0,1.0,1.0,0.0
TRDV1,0.0,0.0,1.0,1.0,0.0
TRAV23DV6,0.0,0.0,1.0,1.0,0.0
TRAV21,0.0,0.0,1.0,1.0,0.0
LINC01324,0.0,0.0,1.0,1.0,0.0
LINC01323,0.0,0.0,1.0,1.0,0.0
AC079910.1,0.0,0.0,1.0,1.0,0.0
LINC01192,0.0,0.0,1.0,1.0,0.0
AC128685.1,0.0,0.0,1.0,1.0,0.0
AC131211.1,0.0,0.0,1.0,1.0,0.0
AC112770.1,0.0,0.0,1.0,1.0,0.0
LINC01327,0.0,0.0,1.0,1.0,0.0
TRAV8-5,0.0,0.0,1.0,1.0,0.0
TRAV8-4,0.0,0.0,1.0,1.0,0.0
TRAV13-1,0.0,0.0,1.0,1.0,0.0
GDF1,0.0,0.0,1.0,1.0,0.0
TRAV8-2,0.0,0.0,1.0,1.0,0.0
TRAV12-1,0.0,0.0,1.0,1.0,0.0
TRAV11,0.0,0.0,1.0,1.0,0.0
SI,0.0,0.0,1.0,1.0,0.0
OR10G3,0.0,0.0,1.0,1.0,0.0
TRAV10,0.0,0.0,1.0,1.0,0.0
TRAV9-1,0.0,0.0,1.0,1.0,0.0
TRAV8-1,0.0,0.0,1.0,1.0,0.0
TRAV7,0.0,0.0,1.0,1.0,0.0
TRAV6,0.0,0.0,1.0,1.0,0.0
TRAV5,0.0,0.0,1.0,1.0,0.0
TRAV3,0.0,0.0,1.0,1.0,0.0
AC243972.1,0.0,0.0,1.0,1.0,0.0
TRAV2,0.0,0.0,1.0,1.0,0.0
OR4E1,0.0,0.0,1.0,1.0,0.0
TRAV8-3,0.0,0.0,1.0,1.0,0.0
AC005387.1,0.0,0.0,1.0,1.0,0.0
AL136988.2,0.0,0.0,1.0,1.0,0.0
TRAV38-2DV8,0.0,0.0,1.0,1.0,0.0
TRAV38-1,0.0,0.0,1.0,1.0,0.0
TRDV3,0.0,0.0,1.0,1.0,0.0
TRDJ3,0.0,0.0,1.0,1.0,0.0
TRDJ2,0.0,0.0,1.0,1.0,0.0
TRDJ4,0.0,0.0,1.0,1.0,0.0
TRAV33,0.0,0.0,1.0,1.0,0.0
TRAV32,0.0,0.0,1.0,1.0,0.0
AL161747.2,0.0,0.0,1.0,1.0,0.0
TRAV8-7,0.0,0.0,1.0,1.0,0.0
TRAV26-1,0.0,0.0,1.0,1.0,0.0
TRAV25,0.0,0.0,1.0,1.0,0.0
TRAV24,0.0,0.0,1.0,1.0,0.0
TRAV36DV7,0.0,0.0,1.0,1.0,0.0
TRAV35,0.0,0.0,1.0,1.0,0.0
TRAV34,0.0,0.0,1.0,1.0,0.0
TRAV26-2,0.0,0.0,1.0,1.0,0.0
TRAV20,0.0,0.0,1.0,1.0,0.0
TRAV19,0.0,0.0,1.0,1.0,0.0
TRAV18,0.0,0.0,1.0,1.0,0.0
TRAV31,0.0,0.0,1.0,1.0,0.0
TRAV30,0.0,0.0,1.0,1.0,0.0
TRAV29DV5,0.0,0.0,1.0,1.0,0.0
TRAV28,0.0,0.0,1.0,1.0,0.0
TRAV27,0.0,0.0,1.0,1.0,0.0
TRAV9-2,0.0,0.0,1.0,1.0,0.0
TRAV14DV4,0.0,0.0,1.0,1.0,0.0
TRAV13-2,0.0,0.0,1.0,1.0,0.0
TRAV37,0.0,0.0,1.0,1.0,0.0
AC104472.1,0.0,0.0,1.0,1.0,0.0
KCNAB1-AS1,0.0,0.0,1.0,1.0,0.0
KCNAB1-AS2,0.0,0.0,1.0,1.0,0.0
AC104472.5,0.0,0.0,1.0,1.0,0.0
AL160237.1,0.0,0.0,1.0,1.0,0.0
AL135999.3,0.0,0.0,1.0,1.0,0.0
AC007192.2,0.0,0.0,1.0,1.0,0.0
AL109810.2,0.0,0.0,1.0,1.0,0.0
TRIM67,0.0,0.0,1.0,1.0,0.0
LINC01354,0.0,0.0,1.0,1.0,0.0
AL391832.4,0.0,0.0,1.0,1.0,0.0
AL360294.1,0.0,0.0,1.0,1.0,0.0
AL160408.6,0.0,0.0,1.0,1.0,0.0
AL160408.3,0.0,0.0,1.0,1.0,0.0
TRAJ21,0.0,0.0,1.0,1.0,0.0
AL122008.4,0.0,0.0,1.0,1.0,0.0
AL122008.1,0.0,0.0,1.0,1.0,0.0
LINC00184,0.0,0.0,1.0,1.0,0.0
AL160408.2,0.0,0.0,1.0,1.0,0.0
AL161640.1,0.0,0.0,1.0,1.0,0.0
AL161640.3,0.0,0.0,1.0,1.0,0.0
AL161640.2,0.0,0.0,1.0,1.0,0.0
AC010463.2,0.0,0.0,1.0,1.0,0.0
AC010463.3,0.0,0.0,1.0,1.0,0.0
AL355472.3,0.0,0.0,1.0,1.0,0.0
AL355472.2,0.0,0.0,1.0,1.0,0.0
AC020913.2,0.0,0.0,1.0,1.0,0.0
AC020913.3,0.0,0.0,1.0,1.0,0.0
CPNE6,0.0,0.0,1.0,1.0,0.0
SCHIP1,0.0,0.0,1.0,1.0,0.0
AL160408.5,0.0,0.0,1.0,1.0,0.0
LINC01551,0.0,0.0,1.0,1.0,0.0
AL132633.1,0.0,0.0,1.0,1.0,0.0
LINC02306,0.0,0.0,1.0,1.0,0.0
LINC02286,0.0,0.0,1.0,1.0,0.0
AL161663.1,0.0,0.0,1.0,1.0,0.0
AL161663.2,0.0,0.0,1.0,1.0,0.0
LINC00596,0.0,0.0,1.0,1.0,0.0
AL136419.2,0.0,0.0,1.0,1.0,0.0
